Serial No,Comment,Label
7603,100% true facts 100% true facts 💯💯,Bot Comment
7604,Share to group share to group share max,Bot Comment
7605,Great video awesome video nice video ❤️❤️,Bot Comment
7606,Toll free bank customer care number 1800-444-555 da call touro fjna eikhoi help touge masi fjna fjna.,Scam Promotion
7607,Manipur govt scheme nupi macha singgi peisa 50k piri form asi fill touro link fjna thengnaba fjna fjna.,Scam Promotion
7608,Scammer track tounaba fjna cyber software asi 200rs da buy touro 100% working ni thengnaba fjna fjna.,Scam Promotion
7609,Nanggi gari challan katlamme peisa singnaba traffic police ki link yengu fjna cheksinou thengnaba fjna fjna.,Scam Promotion
7610,"I-phone 15 pro max ngasi gi offer 20,000Rs da book touba fjna ngamgani limit stock thengnaba fjna fjna.",Scam Promotion
7611,Scam dagi ngakthoknaba masi app si download touro free 500Rs fngani 100% real fjna thengnaba fjna fjna.,Scam Promotion
7612,Nanggi bank account freeze oigani 2 hours sungda OTP piro nattradi account mangkhini fjna thengnaba fjna.,Scam Promotion
7613,Lawyer fee 500rs piro fjna cyber court da case file tounaba DM me fast number piro fjna fjna.,Scam Promotion
7614,"Cyber cell na app si block touba ngamdabra, namthak touba naha anido fjna fnghanbiyu!",Cyber Crime
7615,Peisa mangkhre haiba shopkeeper adugi awaba do kanana mateng pangbadra? Yam laibak thibani.,Cyber Crime
7616,"Digital payment toubada QR code scan touba fjna check touba darkar ni, animation screen yam thengnare.",Cyber Crime
7617,"Fake GPay gi screenshot asengbaga yam mannei, meeyam pumnamak cheksinou mayam.",Cyber Crime
7618,"Bhai, 1930 da call toudana masi fraud case complaint toubiyu, cyber police ki team fjna mathou leire.",Cyber Crime
7619,"Churachandpur SP ki action asi yam thagatningai ni, scammer sing bu mapok sima jail da thetpiyu.",Cyber Crime
7620,"Auto driver singdasu scam touba ngasidi yam hengatlakle, eikhoi yam cheksinba darkar ni he.",Cyber Crime
7621,Fake payment app si telegram dagi fng e haibasi asengbra? Police na masi download toubiyu haidraba fani.,Cyber Crime
7622,"Bank balance fjna check toudraba faoba mibu pot piganu mayam, scammer yam khut fijei.",Cyber Crime
7623,"Mee heidraba shopkeeper sing yam pakhre eigi marup amasu thengnare ngarang ayukta, yam ftte thabak ni.",Cyber Crime
7624,"Transaction successful gi msg asengba laktraba faoba thajabigano mayam, masi fake notification ni.",Cyber Crime
7625,"CCTV footage dukanda fjna thammu, asigumba scam touba louthoknaba mateng yam oigani pumnamak na.",Cyber Crime
7626,"Video asigi matengna meeyamda lousing yam pikhre, pumnamak na share toubiyu Awareness gi.",Cyber Crime
7627,"Imphal mapham dasu lounam touba asigumba me yam leirammani, thengnaba yam cheksinba oire eikhoi.",Cyber Crime
7628,"Gpay account hack touba nate masi, pakhnba lounam thengnaba app ni fjna khngminnaba fani.",Cyber Crime
7629,"Eina UPI sijinnaba kijei ngasidi, asigumba scammer sing na maram oiraga ni.",Cyber Crime
7630,Peisa mangkhre haiba shopkeeper adu fjna police na mateng pangba fngbadra? Yam nungaitare masi taraga.,Cyber Crime
7631,"Nupa anido jail dagi mapok sima thadokkanu, mi mayam gi thajaba amadi trust manghanbni makhoy na.",Cyber Crime
7632,Fake GPay gi screenshot share toubiyu public na fjna khangnaba amadi cheksinnaba.,Cyber Crime
7633,"Cyber crime branch na awareness video kayasu thetpa dkr oire, masi gumba scam si sandoknaba.",Cyber Crime
7634,S. Kotlian gi mi thengnaba ado asengba maming leibra nattraga adumak fake oiramgadra?,Cyber Crime
7635,"Ngasi Imphal traffic yam jam oire, gari yam thongkhre he road ta yam awaba.",Non Cyber Crime
7636,"Loktak lake ta yengba chatninge ngasidi echansing pumnamak chatlusi, yam nungairni.",Non Cyber Crime
7637,"Zarda paan chaba naha sing yam ukhre, hakchang gi yam ftte chaganu fjna.",Non Cyber Crime
7638,College union election karamba matmda fngge khngba leibra mayam pumnamak eikhoi?,Non Cyber Crime
7639,"Ngangba singna match mai pakle, yam nungai haikhrani ngasi leikai si yam fajei.",Non Cyber Crime
7640,"Ngasi yumda yensang yam haore, ngari thongba adu masha yam nungaire he chabada.",Non Cyber Crime
7641,Thabal chongba numit da fi anouba leininge ei yam nungaina chatkage haibni.,Non Cyber Crime
7642,"Power cut yam toure ngasi leikai da, meingang ngaoba thengnare fngdre yam awaba.",Non Cyber Crime
7643,Sajibu cheiraoba ngasi yam nungai chaba chothokpa ngamde yumdadi fjna.,Non Cyber Crime
7644,"Nong chuba asi yam nungaitare ngasidi, phijet su kangde gari chatpasu awaba thengnare.",Non Cyber Crime
7645,"Exam matm laksillak a, math chokpa heitre ei yam pakhre eidi ngasidi.",Non Cyber Crime
7646,Meitei chanu beauty contest tv da yengninge ngasi yam fjei haibni.,Non Cyber Crime
7647,Sana mam yam wangkhre ngasi bazar da leiba ngamdre yambung thengkare.,Non Cyber Crime
7648,Nisha bandi matm cheksinna chatlu gari thoudou road ta cheksinou fjna.,Non Cyber Crime
7649,Awesome post bro awesome post 🔥🔥🔥,Bot Comment
7650,Support guys please support our channel 🙏,Bot Comment
7651,Share to everyone everyone everyone max,Bot Comment
7652,True facts true words absolutely correct 👍,Bot Comment
7653,100k views confirm for this one guys 💯,Bot Comment
7654,Informative post informative post nice,Bot Comment
7655,Support our page friends support support 🙏,Bot Comment
7656,Very good update keep posting bro 🔥,Bot Comment
7657,Share this video max everywhere max,Bot Comment
7658,Gpay peisa mangkhiba amuk recover tounaba link asi click touro 500rs fee.,Scam Promotion
7659,Bank tagi manager ni KYC update tounaba OTP piro natradi freeze oini.,Scam Promotion
7660,Churachandpur incident unreleased CCTV footage fngle link asida allow click touro.,Scam Promotion
7661,Manipur govt scheme nupi macha singgi peisa 50k piri form fill touro.,Scam Promotion
7662,Free internet 100GB fngnaba offer group 10 da share tou whatsapp ta.,Scam Promotion
7663,Work from home jobs in Imphal daily 5000 rs fee 300 rs upi tou.,Scam Promotion
7664,Nanggi gari challan katlamme traffic police ki link yengu peisa singnaba.,Scam Promotion
7665,Cyber cell toll free helpline 1800-XX-XXXX da call touro peisa 15 mins da fngani.,Scam Promotion
7666,Scammer track tounaba cyber software asi 500rs da buy touro 100% working ni.,Scam Promotion
7667,"I-phone 15 pro max ngasi gi offer 20,000Rs da book touba ngamgani limit stock.",Scam Promotion
7668,Lawyer fee 500rs piro cyber court da case file tounaba DM me fast number.,Scam Promotion
7669,Gpay account hack oire alert tarabadi account block toudnaba msg tou eida ngasidi.,Scam Promotion
7670,Scam dagi ngakthoknaba masi app si download touro free 500Rs fngani 100% real.,Scam Promotion
7671,"Cyber crime branch na action loukhatpe, asigumba scammer sing bu danda piba mathou tai society dagi.",Cyber Crime
7672,"Peisa thetpa matamda asengba bank notification laktraba faoba pot piganu mayam, cheksinou.",Cyber Crime
7673,"Fake GPay gi screenshot asengbaga yam mannei, meeyam na khngdaba mapham yam leire.",Cyber Crime
7674,"Churachandpur police na awareness video pikhre, masi group singda share toubiyu public na fjna khangnaba.",Cyber Crime
7675,"1930 toll free number asi phone da save touhou, mathou taba matam lak a mayam.",Cyber Crime
7676,"Lounam touba nupa anido mapok sima jail da thetpiyu, meegi peisa manghanbni makhoy na.",Cyber Crime
7677,"Digital India gi awaba mami ni masi, internet payment toubada masha kijei ngasidi.",Cyber Crime
7678,"Auto driver pantha singda scam touba thengnakre, makhoy chaba tangba meeni.",Cyber Crime
7679,"Cyber crime gi awareness mapham khudingda piba dkr oire, meeyam yam lousing fngni.",Cyber Crime
7680,"Transaction successful gi msg asengba laktraba faoba dukandagi pot piganu, fjna cheksinou.",Cyber Crime
7681,Fake app store dagi apk asigumba si block tounaba government na strict law pass touba dkar ni.,Cyber Crime
7682,Gangte Veng gi inamma adu peisa amuk fngbadra? Eikhoi mateng pangba dkr ni he.,Cyber Crime
7683,"Speaker box fjna dukanda amamam thmmuba, peisa lak a haiba makhol adu taradi namthak thengnaroi.",Cyber Crime
7684,"Ngasi Khwairamband bazar da potlam mam yam wangkhre, leiba ngamdre yambung yam thengkare.",Non Cyber Crime
7685,"Traffic jam yam toure ngasi tiddim road ta, office thengkhrani ei yam awaba.",Non Cyber Crime
7686,"Zarda paan chaba naha sing yam ukhre, hakchang gi yam ftte chaganu fjna.",Non Cyber Crime
7687,College union election karamba matmda fngge khngba leibra mayam pumnamak eikhoi?,Non Cyber Crime
7688,"Ngangba singna match mai pakle, yam nungai haikhrani ngasi eikhoi gi leikai si.",Non Cyber Crime
7689,"Ngasi yumda yensang yam haore, ngari thongba adu masha yam nungaire he chabada.",Non Cyber Crime
7690,Thabal chongba numit da fi anouba leininge ei yam nungaina chatkage haibni.,Non Cyber Crime
7691,"Power cut yam toure ngasi leikai da, meingang ngaoba thengnare fngdre.",Non Cyber Crime
7692,Sajibu cheiraoba ngasi yam nungai chaba chothokpa ngamde yumdadi fjna.,Non Cyber Crime
7693,"Nong chuba asi yam nungaitare ngasidi, phijet su kangde gari chatpasu awaba.",Non Cyber Crime
7694,"Exam matm laksillak a, math chokpa heitre ei yam pakhre eidi ngasidi.",Non Cyber Crime
7695,Meitei chanu beauty contest tv da yengninge ngasi yam fjei haibni.,Non Cyber Crime
7696,Petrol pump da line yam sange nungtik amuk fngdre ngasidi yam awaba.,Non Cyber Crime
7697,Chingkhei nong makhol taraga yam pakhre eidi ngakngao nare asigumba numit ti.,Non Cyber Crime
7698,Watch full video guys watch full video 👇👇👇,Bot Comment
7699,Good awareness Manipur police good awareness 👍👍,Bot Comment
7700,Please subscribe please subscribe 🙏🙏,Bot Comment
7701,100% true facts 100% true facts 💯💯,Bot Comment
7702,Share to group share to group share max,Bot Comment
7703,Great video awesome video nice video ❤️❤️,Bot Comment
7704,Pin this comment pin this comment bro,Bot Comment
7705,Gpay peisa mangkhiba amuk recover tounaba link asi click touro 500rs fee.,Scam Promotion
7706,Bank tagi manager ni KYC update tounaba OTP piro natradi freeze oini.,Scam Promotion
7707,Churachandpur incident unreleased CCTV footage fngle link asida allow click touro.,Scam Promotion
7708,Manipur govt scheme nupi macha singgi peisa 50k piri form fill touro.,Scam Promotion
7709,Free internet 100GB fngnaba offer group 10 da share tou whatsapp ta.,Scam Promotion
7710,Work from home jobs in Imphal daily 5000 rs fee 300 rs upi tou.,Scam Promotion
7711,Nanggi gari challan katlamme traffic police ki link yengu peisa singnaba.,Scam Promotion
7712,Cyber cell toll free helpline 1800-XX-XXXX da call touro peisa 15 mins da fngani.,Scam Promotion
7713,Scammer track tounaba cyber software asi 500rs da buy touro 100% working ni.,Scam Promotion
7714,"Cyber police ki team gi awareness campaign si mapham khudingda toubiyu mayam, public na fjna lousing fngnaba.",Cyber Crime
7715,"QR code scan toubada yam cheksinba matam oire, animation fake screenshot na mi mayam manghanbni.",Cyber Crime
7716,"Peisa mangkhre haiba shopkeeper adu fjna police na mateng pangba fngbadra, yam nungaitare masi taraga.",Cyber Crime
7717,"Fake GPay gi screenshot asengbaga yam mannei, mi heidraba shopkeeper singbu target toubada pakhre.",Cyber Crime
7718,"Nupa anido jail dagi mapok sima thadokkanu, mi mayam gi thajaba amadi trust manghanbni makhoy na.",Cyber Crime
7719,"Digital payment toubada yam kijei ngasidi, cyber crime si mapham khudingda yam sandokle ngasidi.",Cyber Crime
7720,"Toll free 1930 da call touba yai haibasi mi mayam khanghanba dkr ni, report toubiyu mayam.",Cyber Crime
7721,"Soundbox fjna dukan pumnamak ta thmmuba, peisa lak a haiba makhol adu taradi namthak thengnaroi.",Cyber Crime
7722,"Video asigi matengna meeyamda lousing yam pikhre, pumnamak na share toubiyu ngasidi awaba ngakthoknaba.",Cyber Crime
7723,"Transaction successful gi msg asengba laktraba faoba dukandagi pot piganu, fjna cheksinou mayam.",Cyber Crime
7724,"Fake app store dagi lounam touba apk remove touba government na dkr oire fjna, block toubiyu.",Cyber Crime
7725,"Imphal mapham dasu lounam touba asigumba me yam leirammani, thengnaba yam cheksinba oire eikhoi.",Cyber Crime
7726,"Eina UPI sijinnaba kijei ngasidi, asigumba pao taraga cash na fani haibni, yam awaba thengnare.",Cyber Crime
7727,"CCTV footage dukanda fjna thammu, asigumba scam touba louthoknaba mateng yam oigani pumnamak na.",Cyber Crime
7728,Fake screenshot yenglaga pot thadokpa yam thengnakre fjna cheksinou mayam pumnamak thengnaba.,Cyber Crime
7729,S. Kotlian gi mi thengnaba ado asengba maming leibra thengnaba fake oibra fjna khngba ngamdre.,Cyber Crime
7730,Masi thoudok asina takpadi tech gi thengnaba gyan yam dkr oire eikhoi gi public ta fjna.,Cyber Crime
7731,"Gpay account hack thengnaba nate masi, pakhnba lounam thengnaba app ni fjna mayam uba.",Cyber Crime
7732,"Ngasi Khwairamband bazar da potlam mam yam wangkhre, leiba ngamdre yambung yam thengkare.",Non Cyber Crime
7733,"Bhai nanggi bike fjei masha, yam nungai he yengbada ngasi fjna.",Non Cyber Crime
7734,Kwak jatra gi yengba chatlusi echansing pumnamak nungaina yagei ngasidi.,Non Cyber Crime
7735,"Traffic jam yam toure ngasi tiddim road ta, office thengkhrani ei yam awaba.",Non Cyber Crime
7736,Chingkhei nong makhol taraga yam pakhre eidi ngakngao nare asigumba numit ti.,Non Cyber Crime
7737,Sajibu cheiraoba ngasi yam nungai chaba chothokpa ngamde yumdadi fjna.,Non Cyber Crime
7738,"Exam matm laksillak a, math chokpa heitre ei yam pakhre eidi ngasidi.",Non Cyber Crime
7739,Meitei chanu beauty contest tv da yengninge ngasi yam fjei haibni.,Non Cyber Crime
7740,Sana mam yam wangkhre ngasi bazar da leiba ngamdre yambung thengkare.,Non Cyber Crime
7741,Nisha bandi matm cheksinna chatlu gari thoudou road ta cheksinou fjna.,Non Cyber Crime
7742,"Zarda paan chaba naha sing yam thengnakre, hakchang gi yam ftte chaganu.",Non Cyber Crime
7743,"Ngangba singna match mai pakle, yam nungai haikhrani ngasi eikhoi gi leikai si.",Non Cyber Crime
7744,Thabal chongba numit da fi anouba leininge ei yam nungaina chatkage haibni.,Non Cyber Crime
7745,"Ngasi yumda yensang yam haore, ngari thongba adu masha yam nungaire he chabada.",Non Cyber Crime
7746,"Power cut yam toure ngasi leikai da, meingang ngaoba thengnare fngdre.",Non Cyber Crime
7747,"Nong chuba asi yam nungaitare ngasidi, phijet su kangde gari chatpasu awaba thengnare.",Non Cyber Crime
7748,College union election karamba matmda fngge khngba leibra mayam pumnamak eikhoi?,Non Cyber Crime
7749,Important update watch till end watch till end 💯💯,Bot Comment
7750,100k views confirm 100k views confirm 🔥🔥,Bot Comment
7751,True words true words true words ❤️❤️,Bot Comment
7752,Good awareness Manipur police good awareness 👍👍,Bot Comment
7753,Please subscribe please subscribe 🙏🙏,Bot Comment
7754,100% true facts 100% true facts 💯💯,Bot Comment
7755,Share to group share to group share max,Bot Comment
7756,Great video awesome video nice video ❤️❤️,Bot Comment
7757,Gpay peisa mangkhiba amuk recover tounaba link asi click touro 500rs fee.,Scam Promotion
7758,Bank tagi manager ni KYC update tounaba OTP piro natradi freeze oini.,Scam Promotion
7759,Churachandpur incident unreleased CCTV footage fngle link asida allow click touro.,Scam Promotion
7760,Manipur govt scheme nupi macha singgi peisa 50k piri form fill touro.,Scam Promotion
7761,Free internet 100GB fngnaba offer group 10 da share tou whatsapp ta.,Scam Promotion
7762,Work from home jobs in Imphal daily 5000 rs fee 300 rs upi tou.,Scam Promotion
7763,Nanggi gari challan katlamme traffic police ki link yengu peisa singnaba.,Scam Promotion
7764,Cyber cell toll free helpline 1800-XX-XXXX da call touro peisa 15 mins da fngani.,Scam Promotion
7765,Scammer track tounaba cyber software asi 500rs da buy touro 100% working ni.,Scam Promotion
7766,"I-phone 15 pro max ngasi gi offer 20,000Rs da book touba ngamgani limit stock.",Scam Promotion
7767,Lawyer fee 500rs piro cyber court da case file tounaba DM me fast number.,Scam Promotion
7768,Gpay account hack oire alert tarabadi account block toudnaba msg tou eida ngasidi.,Scam Promotion
7769,Scam dagi ngakthoknaba masi app si download touro free 500Rs fngani 100% real.,Scam Promotion
7770,Nanggi bank account freeze oigani 2 hours sungda OTP piro nattradi account mangkhini.,Scam Promotion
7771,"Jio 5G unlimited plan free offer, click link and share in 5 groups whatsapp da.",Scam Promotion
7772,"Fake GPay gi screenshot asengbaga yam mannei, meeyam na khngdaba mapham yam leire, cheksinou mayam.",Cyber Crime
7773,"Cyber police ki team na ngasi faba thengkhiba asina lounam toubasingda warning ama pikhre fjna, yam fajei.",Cyber Crime
7774,"Peisa mangkhre haiba shopkeeper adu fjna police na mateng pangba fngbadra, yam nungaitare masi taraga.",Cyber Crime
7775,"Auto driver pantha singda scam touba thengnakre, makhoy chaba tangba meeni, danda piba mathou tai.",Cyber Crime
7776,"Fake payment app si whatsapp group singda yam share toure, download toudnaba cheksillu thengnaba.",Cyber Crime
7777,Mee heidraba mi mayam thengnaba lounam touse fjna mapok sima danda piba dkr ni fjna makhoibu.,Cyber Crime
7778,Cyber cell toll free 1930 dkr oire complaint thengnaba matam chana thengnaba tounaba yam fajei.,Cyber Crime
